Id,tot_area,gar_adj_area,yr_built,yr_remod,qual,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RM,Func_Maj,Func_Min,Func_Mod,Func_Sev,SalePrice
183,1344.0,137.42885425521789,1928,2003,6,0,0,0,0,0,1,0,0,0,0,105900
974,1450.0,168.14113751805155,1973,1973,4,0,0,0,0,0,1,0,0,0,0,91000
930,2590.0,136.23617147464506,1949,2005,5,0,0,0,0,0,0,1,0,0,0,158000
881,2592.0,264.15962740168465,2004,2004,7,0,0,0,0,0,0,0,0,0,0,190000
1180,2469.0,220.28696201154472,1995,1995,8,0,0,0,0,0,0,0,0,0,0,217500
1553,3106.0,164.4070408304191,1958,1958,5,0,0,0,0,0,1,0,0,0,0,165500
928,2268.0,108.06530211887099,1941,1950,7,0,0,0,0,0,0,0,0,0,0,174500
1512,1620.0,97.04056136554361,1954,1954,4,0,0,0,0,0,0,0,0,0,0,100000
3,2658.0,144.08706949182798,1958,1958,6,0,0,0,0,0,0,0,0,0,0,172000
2140,1743.0,203.19971338591125,1975,1975,5,0,0,0,0,0,0,0,0,0,0,120000
553,1562.0,63.18898941446015,1950,1950,4,0,0,0,0,1,0,0,0,0,0,82000
2594,2096.0,184.27960002404217,1947,1950,6,0,0,0,0,0,0,0,0,0,0,127000
1314,2793.0,36.60517567138988,1917,1950,6,0,0,0,0,0,1,0,0,0,0,129500
366,2580.0,260.92690468872695,1984,1984,8,0,0,0,0,0,0,0,0,0,0,187500
1462,3564.0,330.1995342521058,2002,2003,8,0,0,0,0,0,0,0,0,0,0,300000
2541,2818.0,228.59967755915017,1971,1971,6,0,0,0,0,0,0,0,0,0,0,190000
2088,2313.0,25.882447444417085,1920,1950,4,0,0,0,0,0,0,0,0,0,0,96000
527,2642.0,202.2760783250662,2006,2007,7,0,0,1,0,0,0,0,0,0,0,241000
1824,2836.0,161.17431811746144,1962,1962,5,0,0,0,0,0,0,0,1,0,0,143900
2918,1638.0,61.469561131073476,1970,1970,4,0,0,0,0,0,1,0,0,0,0,87550
49,3504.0,266.00689752337473,2005,2005,9,0,0,0,0,0,0,0,0,0,0,319900
2332,3567.0,382.1389489046626,2006,2006,9,0,0,0,0,0,0,0,0,0,0,356383
826,3600.0,324.19590635661297,2007,2007,9,0,0,0,0,0,0,0,0,0,0,239000
1108,3277.0,361.60312632083753,1993,1994,7,0,0,0,0,0,0,0,0,0,0,287500
2041,2102.0,187.40298307529713,1941,1950,5,0,0,0,0,0,1,0,0,0,0,128500
57,2580.0,245.13505907513914,2004,2004,7,0,0,0,0,0,0,0,0,0,0,185088
520,2804.0,288.6359565140785,2008,2008,7,0,0,1,0,0,0,0,0,0,0,229800
2305,1751.0,133.00344876168737,1984,1984,5,0,0,0,0,0,0,0,0,0,0,124500
2533,2102.0,232.7560353329529,1968,1968,5,0,0,0,0,0,0,0,0,0,0,142000
2852,2265.0,61.33188537009724,1920,1950,6,0,0,0,0,0,0,0,0,0,0,149000
1198,3312.0,143.6756203577278,1973,1973,5,0,0,0,0,0,0,0,0,0,0,135000
1681,2036.0,203.19971338591125,1976,1976,6,0,0,0,0,0,0,0,0,0,0,128000
1773,6428.0,252.152371610699,1992,1993,8,0,0,0,0,0,0,0,0,0,0,430000
1825,2080.0,194.78552483280885,1968,1968,5,0,0,0,0,0,0,0,0,0,0,145000
2208,1911.0,156.7370403902485,1910,2003,5,0,0,0,0,0,0,0,0,0,0,139000
1646,2453.0,270.0448572259616,1984,2003,6,0,0,0,0,0,0,0,0,0,0,178000
1060,4410.0,651.0515425783141,2005,2006,10,0,0,0,0,0,0,0,0,0,0,460000
748,2978.0,125.21926596394853,1916,1994,6,0,0,0,0,0,0,0,0,0,0,214500
2846,2614.0,0.0,1916,1995,5,0,0,0,0,1,0,0,0,0,0,160000
493,3052.0,220.79139270047173,1999,1999,7,0,0,0,0,0,0,0,0,0,0,214000
694,2279.0,14.974844592841313,1935,1998,6,0,0,0,0,0,1,0,0,0,0,128900
2283,2871.0,467.8420848445401,1961,1975,4,0,0,0,0,0,0,0,0,0,0,168000
1800,2835.0,406.3994267718225,2007,2007,8,0,0,1,0,0,0,0,0,0,0,310013
1632,2162.0,212.8978815247843,1986,1986,8,0,0,0,0,0,0,0,0,0,0,170000
2624,2080.0,132.07981370084232,1959,1959,5,0,0,0,0,0,0,0,0,0,0,133700
2197,2104.0,51.10990447508104,1923,1996,6,0,0,0,0,0,0,0,0,0,0,165000
1045,1470.0,74.96119323011885,1971,1971,6,0,0,0,0,0,1,0,0,0,0,89500
2549,1683.0,121.91982803154676,1958,1958,6,0,0,0,0,0,0,0,0,0,0,140000
2829,2679.0,107.89868722517107,2004,2004,7,0,0,0,0,0,1,1,0,0,0,134000
2480,2567.0,213.35969905520682,1992,1993,6,0,0,0,0,0,0,0,0,0,0,248500
2724,1608.0,168.1015810737993,1965,2001,4,0,0,0,0,0,0,0,0,0,0,145000
2352,2265.0,200.42880820337612,1975,1975,6,0,0,0,0,0,0,0,0,0,0,179900
1783,3590.0,413.32668972816043,2006,2007,8,0,0,0,0,0,0,0,0,0,0,147000
338,1898.0,163.55169432025932,1991,1991,5,0,0,0,0,0,0,0,0,0,0,136000
196,1768.0,163.55169432025932,1940,1950,6,0,0,0,0,0,1,0,0,0,0,128000
762,1264.0,47.28427779313345,1946,2001,4,0,0,0,0,0,0,0,0,0,0,88750
151,1944.0,140.8543467788703,1955,1955,5,0,0,0,0,0,0,0,0,0,0,122500
158,2370.0,152.39978503943345,1948,1950,6,0,0,0,0,0,0,0,0,0,0,97500
2572,2016.0,198.581538081686,1963,1963,6,0,0,0,0,0,0,0,0,0,0,135000
1686,3650.0,357.4467685470348,2007,2007,9,0,0,0,0,0,0,0,0,0,0,314813
943,2539.0,0.0,1915,1982,3,0,1,0,0,0,0,0,0,0,0,85000
735,1874.0,177.18100218028093,1937,2000,6,0,0,0,0,0,1,0,0,0,0,134900
2741,2114.0,133.00344876168737,1955,1999,5,0,0,0,0,0,0,0,0,0,0,137000
1106,4222.0,387.464908024499,1995,1995,8,0,0,0,0,0,0,0,0,0,0,350000
2375,2330.0,138.54525912675768,1967,1975,5,0,0,0,0,0,0,0,0,0,0,145000
1701,4462.0,460.83126579021535,2005,2006,9,0,0,0,0,0,0,0,0,0,0,418000
2657,1638.0,70.98597843761254,1920,1950,3,0,0,0,0,0,1,0,0,0,0,64000
907,2313.0,79.7882397638765,1932,2000,5,0,0,0,0,1,0,0,0,0,0,159434
1777,3084.0,393.46853591999184,2007,2007,8,0,0,0,0,0,0,0,0,0,0,260261
164,2295.0,204.43961790032415,1952,1952,5,0,0,0,0,0,0,0,0,0,0,166000
1973,1832.0,133.00344876168737,1962,1962,5,0,0,0,0,0,0,0,0,0,0,130000
2857,2112.0,68.14653930010805,1941,1950,5,0,0,0,0,0,0,0,0,0,0,112000
1208,2248.0,242.45420347182593,1963,1963,5,0,0,0,0,0,0,0,0,0,0,155000
319,2742.0,384.9696077854379,2009,2010,8,0,0,0,0,0,0,0,0,0,0,269500
2567,2492.0,203.6615309163338,1964,1964,6,0,0,0,0,0,0,0,0,0,0,172000
2222,2540.0,110.83620730140615,1940,1984,7,0,0,0,0,0,0,0,0,0,0,219500
2493,1850.0,137.42885425521789,1963,1963,5,0,0,0,0,0,0,0,0,0,0,133500
1757,1814.0,226.45271046202228,2000,2000,7,0,0,0,0,0,0,0,0,0,0,170000
184,2496.0,81.77584716012966,1900,2003,8,0,0,0,0,0,1,0,0,0,0,150000
1248,1934.0,113.57756550018007,1953,1953,5,0,0,0,0,0,0,0,0,0,0,130000
2574,2288.0,367.6067542163304,1959,1959,5,0,0,0,0,0,0,0,0,0,0,143000
1215,2228.0,208.27970622055904,1961,1961,5,0,0,0,0,0,0,0,0,0,0,140000
1614,4446.0,238.29784569802322,1973,1973,7,0,0,0,0,0,0,0,0,0,0,244000
2039,1641.0,81.77584716012966,1920,1996,5,0,0,0,0,0,1,0,0,0,0,101000
2669,1920.0,177.18100218028093,1958,1958,5,0,0,0,0,0,1,0,0,0,0,125000
1005,2565.0,212.43606399436177,1998,1998,6,0,0,0,0,0,0,0,0,0,0,183000
753,2984.0,0.0,1912,1950,6,0,0,0,0,0,1,0,0,0,0,104000
1275,1920.0,79.50429585012606,1954,1954,6,0,0,0,0,0,0,0,0,0,0,112500
2350,3372.0,282.6323286185857,1980,1980,6,0,0,0,0,0,0,0,0,0,0,207500
2762,3228.0,266.00689752337473,2005,2005,7,0,0,0,0,0,0,0,0,0,0,225000
2788,1728.0,84.33134238388371,1972,1972,5,0,0,0,0,0,0,0,0,0,0,119900
2384,3461.0,403.6285215892874,2006,2006,7,0,0,0,0,0,0,0,0,0,0,293000
2716,3182.0,203.19971338591125,1968,1993,5,0,0,0,0,0,0,0,1,0,0,180000
313,2046.0,410.09396701520274,1976,1976,6,0,0,0,0,0,0,0,0,0,0,169900
84,1902.0,248.9196488977413,1978,1978,6,0,0,0,0,0,1,0,0,0,0,112000
81,2137.0,221.6724146028123,1984,1985,6,0,0,0,0,0,0,0,0,0,0,152000
2389,3296.0,379.3082900238873,2005,2006,9,0,0,0,0,0,0,0,0,0,0,300000
280,2146.0,190.81031004030254,1976,1976,6,0,0,0,0,0,0,0,0,0,0,107000
190,3067.0,159.0085917002521,1885,1950,4,0,0,0,0,0,1,0,0,0,0,122500
2371,1431.0,74.96119323011885,1972,1972,6,0,0,0,0,0,1,0,0,0,0,89000
213,1519.0,65.591044076354,1940,1950,6,0,0,0,0,0,0,0,0,0,0,95000
1864,2064.0,190.26882253408056,1968,1968,6,0,0,0,0,0,0,0,0,0,0,143450
37,3924.0,346.8249653473167,2009,2010,9,0,0,0,0,0,0,0,0,0,0,376162
146,2532.0,212.8978815247843,1960,1960,5,0,0,0,0,0,0,0,0,0,0,167500
809,2310.0,149.9223864602377,1979,1979,5,0,0,0,0,0,0,0,0,0,0,153337
767,2041.0,85.18317412513505,1925,1950,6,0,0,0,0,1,0,0,0,0,0,103600
262,1788.0,142.2397993701379,1976,1976,5,0,0,0,0,0,0,0,0,0,0,128200
101,2329.0,124.93532205019808,2000,2000,6,0,0,1,0,0,0,0,0,0,0,177500
48,3921.0,349.13405299942934,2002,2002,8,0,0,0,0,0,0,0,0,0,0,320000
489,2308.0,181.95610698647508,2000,2000,6,0,0,0,0,0,0,0,0,0,0,190000
2369,1890.0,0.0,1971,1971,6,0,0,0,0,0,1,0,0,0,0,91500
707,2198.0,144.92973469569426,1954,1954,5,0,0,0,0,0,1,0,0,0,0,93000
1556,1966.0,70.98597843761254,1920,1950,4,0,1,0,0,0,0,0,0,0,0,40000
2034,2039.0,0.0,1914,2006,6,0,0,0,0,0,1,0,0,0,0,127000
308,1708.0,93.70149153764856,1896,1950,4,0,1,0,0,0,0,0,0,0,0,50138
2176,2256.0,232.7560353329529,1976,1976,6,0,0,0,0,0,0,0,0,0,0,148000
1549,1518.0,391.633349248022,1940,1955,5,0,0,0,0,0,1,0,0,0,0,120500
909,2267.0,68.14653930010805,1940,1950,6,0,0,0,0,0,0,0,0,0,0,139500
892,3396.0,354.67586336449966,2007,2008,9,0,0,0,0,0,0,0,0,0,0,320000
2045,3272.0,229.98513015041775,1937,1980,7,0,0,0,0,0,0,0,0,0,0,219000
2927,1766.0,223.51968472450238,1983,1983,5,0,0,0,0,0,0,0,0,0,0,131000
1732,2233.0,203.19971338591125,2006,2006,6,0,0,0,0,0,0,0,0,0,0,171925
998,2732.0,186.57428229070035,1996,1997,5,0,0,0,0,0,0,0,0,0,0,177900
2203,2021.0,64.73921233510265,1921,1950,6,0,0,0,0,0,0,0,0,0,0,141500
356,2588.0,203.19971338591125,1998,1999,6,0,0,0,0,0,0,0,0,0,0,191000
2475,2316.0,163.55169432025932,2004,2004,6,0,0,0,0,0,0,0,0,0,0,158000
2264,3284.0,401.78125146759726,2006,2007,8,0,0,0,0,0,0,0,0,0,0,248900
2201,2499.0,68.14653930010805,1937,1950,5,0,0,0,0,0,0,0,0,0,0,175000
2545,2752.0,138.08344159633515,1965,2000,6,0,0,0,0,0,0,0,1,0,0,185900
2660,2648.0,90.86205240014407,1914,1970,7,0,0,0,0,0,1,0,0,0,0,163000
2882,2056.0,0.0,1951,1951,5,0,1,0,0,0,0,0,1,0,0,115000
1379,2104.0,223.51968472450238,1978,1978,6,0,0,0,0,0,0,0,0,0,0,157500
491,3489.0,372.51470871002664,1999,1999,7,0,0,0,0,0,0,0,0,0,0,245000
1002,2674.0,213.35969905520682,1993,1993,8,0,0,0,0,0,0,0,0,0,0,180000
1848,1653.0,136.2930786002161,2004,2004,7,0,0,1,0,0,0,0,0,0,0,148800
1455,3159.0,266.46871505379727,2002,2002,8,0,0,0,0,0,0,0,0,0,0,237000
908,728.0,69.85020278261075,1920,1950,2,0,0,0,0,0,0,0,0,0,0,60000
1490,1489.0,188.81108805187193,1976,1976,5,0,0,0,0,0,0,0,0,0,0,165000
1465,3456.0,337.4145385884132,2003,2003,7,0,0,0,0,0,0,0,0,0,0,240000
1627,2355.0,193.96336277746076,1992,1993,7,0,0,0,0,0,0,0,0,0,0,160000
2849,2120.0,203.19971338591125,1945,1950,6,0,0,0,0,1,0,0,0,0,0,128000
1501,1152.0,0.0,1955,1955,4,0,0,0,0,0,0,0,0,0,0,82000
626,3129.0,250.30510148900888,1966,2008,6,0,0,0,0,0,0,0,0,0,0,256000
722,2132.0,91.99782805514586,1920,1988,7,0,0,0,0,0,1,0,0,0,0,143000
2260,3378.0,199.96699067295359,2006,2007,7,0,0,0,0,0,0,0,0,0,0,231713
1639,2524.0,285.67348543604663,1969,1990,5,0,0,0,0,0,0,0,0,1,0,155000
1603,1632.0,121.91982803154676,1983,1983,5,0,0,0,0,0,0,0,0,0,0,128500
1520,2652.0,144.08706949182798,1921,1950,7,0,0,0,0,0,0,0,0,0,0,168000
1665,2204.0,223.51968472450238,1972,2004,7,0,0,0,0,0,0,0,0,0,0,184000
2635,2050.0,0.0,1962,1962,5,0,0,0,0,0,0,0,0,0,0,124000
581,2884.0,284.01778120985324,1970,1970,6,0,0,0,0,0,0,0,0,0,0,185000
2435,3342.0,232.7560353329529,2000,2000,8,0,0,0,0,0,0,0,0,0,0,230500
2799,2993.0,256.3087293845017,1998,1998,7,0,0,0,0,0,0,0,0,0,0,227000
883,2214.0,249.38146642816383,2005,2005,6,0,0,0,0,0,0,0,0,0,0,173500
2537,1731.0,150.55251491774334,1968,1968,5,0,0,0,0,0,0,0,0,0,0,140000
1120,2920.0,221.6724146028123,2006,2007,8,0,0,0,0,0,0,0,0,0,0,247000
774,1490.0,156.75782989818583,1978,1978,6,0,0,0,0,0,0,0,0,0,0,149900
1447,2038.0,243.8396560630935,1978,1978,5,0,0,0,0,0,0,0,0,0,0,158000
104,1610.0,229.0614950895727,2003,2003,7,0,0,1,0,0,0,0,0,0,0,147110
2694,2156.0,56.22089492258914,1937,1950,6,0,0,0,0,0,1,0,0,0,0,119500
920,2407.0,124.93532205019808,1940,1950,5,0,0,0,0,0,0,0,1,0,0,205000
1951,2270.0,0.0,1895,1999,5,0,0,0,0,0,0,0,0,0,0,148000
9,3211.0,280.78505849689554,1995,1996,8,0,0,0,0,0,0,0,0,0,0,236500
2848,2609.0,22.1849549523575,1938,1950,5,0,0,0,0,0,0,0,0,0,0,137000
614,1920.0,152.39978503943345,1955,1955,5,0,0,0,0,0,0,0,0,0,0,122000
1736,2604.0,201.35244326422117,2007,2007,7,0,0,0,0,0,0,0,0,0,0,176485
2686,1632.0,19.411835583312815,1925,1950,5,0,0,0,0,0,0,0,0,0,0,109000
2257,3004.0,132.07981370084232,1998,1998,7,0,0,0,0,0,1,0,0,0,0,330000
1284,1325.0,87.45472543513866,2008,2008,6,0,0,0,0,0,1,0,0,0,0,143000
1765,4486.0,372.22492952055563,1998,1998,9,0,0,0,0,0,0,0,0,0,0,410000
1811,2649.0,217.51605682900956,1994,1994,6,0,0,0,0,0,0,0,0,0,0,201000
2603,2837.0,59.89937837136525,1910,1950,4,0,0,0,0,0,0,0,0,0,0,80000
2220,3348.0,51.10990447508104,1945,2002,6,0,0,0,0,0,0,0,0,0,0,259500
2273,3608.0,255.89156282208518,2003,2004,7,0,0,0,0,0,0,0,0,0,0,279900
163,2492.0,140.8543467788703,1959,1994,5,0,0,0,0,0,0,0,0,0,0,154000
2116,3588.0,179.64701933436245,1958,2006,6,0,0,0,0,0,0,0,0,0,0,277000
2734,1949.0,121.71833187333698,1942,1950,5,0,0,0,0,0,0,0,0,1,0,128000
426,3166.0,411.0176020760478,2007,2007,8,0,0,0,0,0,0,0,0,0,0,256300
2216,2685.0,21.353019141644097,1930,2003,4,0,0,0,0,0,0,0,0,0,0,188000
2900,3600.0,353.2904107732321,2002,2002,8,0,0,0,0,0,0,0,0,0,0,312500
97,1800.0,136.2930786002161,2004,2005,7,0,0,1,0,0,0,0,0,0,0,151000
1680,2130.0,124.93532205019808,1971,1971,5,0,0,0,0,0,1,0,1,0,0,122500
1133,2531.0,250.30510148900888,2003,2003,6,0,0,0,0,0,0,0,0,0,0,188000
2761,2754.0,294.63958440957134,2005,2006,7,0,0,0,0,0,0,0,0,0,0,209700
1642,4454.0,334.35589202590853,2006,2006,8,0,0,0,0,0,0,0,0,0,0,441929
1141,2566.0,218.90150942027714,1993,1994,6,0,0,0,0,0,0,0,0,0,0,163000
2118,2919.0,205.04698350760137,1966,2007,6,0,0,0,0,0,0,0,0,0,0,187500
870,2975.0,240.60693335013585,1999,2000,8,0,0,0,0,0,0,0,0,0,0,220000
1875,2056.0,142.2397993701379,1967,1993,5,0,0,0,0,0,0,0,0,0,0,127000
155,827.0,111.30601419017647,1955,2007,5,0,0,0,0,0,0,0,0,1,0,107500
1318,2226.0,0.0,1914,2001,6,0,0,0,0,0,1,0,0,0,0,128000
1285,1444.0,143.1077325302269,1925,2004,5,0,0,0,0,0,1,0,0,0,0,73000
2400,3584.0,403.6285215892874,2003,2004,9,0,0,0,0,0,0,0,0,0,0,374000
1068,4128.0,344.5158776952041,2001,2002,8,0,0,0,0,0,0,0,0,0,0,421250
361,2401.0,220.22526092431667,1992,1993,6,0,0,0,0,0,0,0,0,0,0,178000
1493,2319.0,166.95902128526473,1972,1972,4,0,0,0,0,0,0,0,0,0,0,137500
1110,3973.0,319.1159135219652,1994,1994,8,0,0,0,0,0,0,0,0,0,0,301500
911,1825.0,16.638716214268126,1935,1950,6,0,0,0,0,0,0,0,0,0,0,105000
2535,1952.0,232.7560353329529,1968,2004,6,0,0,0,0,0,0,0,0,0,0,157500
2030,2183.0,61.33188537009724,1901,1950,5,0,0,0,0,0,1,0,0,0,0,117000
2634,1728.0,155.1706902219686,1962,1962,5,0,0,0,0,0,0,0,0,0,0,105000
1530,2703.0,68.14653930010805,1936,1950,6,0,0,0,0,0,0,1,0,0,0,115000
435,3472.0,385.15582037238636,2008,2008,9,0,0,0,0,0,0,0,0,0,0,360000
812,1535.0,184.72701216901024,1979,1979,5,0,0,0,0,0,0,0,0,0,0,118858
1202,2432.0,223.51968472450238,1966,2000,6,0,0,0,0,0,0,0,0,0,0,173000
666,1355.0,90.86205240014407,1890,1998,3,0,0,0,0,0,0,0,0,0,0,78500
1751,2560.0,203.19971338591125,2004,2004,7,0,0,0,0,0,0,0,0,0,0,183500
705,1872.0,163.55169432025932,1953,1953,4,0,0,0,0,0,1,0,1,0,0,93000
1744,2995.0,290.9450441661911,2003,2003,8,0,0,0,0,0,0,0,0,0,0,226500
357,2370.0,175.49066156055972,1993,1994,6,0,0,0,0,0,0,0,0,0,0,178000
2133,2932.0,257.6941819757693,2003,2003,7,0,0,0,0,0,0,0,0,0,0,226000
989,2416.0,414.712142319428,1969,1969,5,0,0,0,0,0,0,0,0,0,0,173000
562,1728.0,102.21980895016208,1965,1965,5,0,0,0,0,0,0,0,0,0,0,62383
1054,4165.0,396.23944110252694,2008,2008,9,0,0,0,0,0,0,0,0,0,0,446261
2850,2103.0,88.59050109014046,1926,1997,7,0,0,0,0,0,0,0,0,0,0,160000
1082,2969.0,308.4941103222471,2004,2004,7,0,0,0,0,0,1,0,0,0,0,219990
1440,2947.0,266.46871505379727,1999,2000,7,0,0,0,0,0,0,0,0,0,0,191000
2006,1816.0,28.470692188858795,1925,1994,5,0,0,0,0,0,0,0,0,1,0,136500
2082,943.0,87.45472543513866,1958,1994,4,0,0,0,0,0,0,0,1,0,0,80000
2344,3387.0,362.98857891210514,1988,1988,7,0,0,0,0,0,0,0,0,0,0,229000
248,2999.0,265.0832624625297,1993,1994,7,0,0,0,0,0,0,0,0,0,0,236000
2276,3648.0,430.41393835379387,2006,2007,10,0,0,0,0,0,0,0,0,0,0,392000
755,2650.0,145.9343396135181,1927,1950,6,0,0,0,0,0,1,0,0,0,0,149000
1178,3363.0,390.6976307374567,1998,1999,10,0,0,1,0,0,0,0,0,0,0,345000
2636,2730.0,177.18100218028093,1900,2005,5,0,0,0,0,0,1,0,0,0,0,169000
2077,1726.0,155.1706902219686,1946,1950,4,0,0,0,0,0,0,0,0,1,0,109900
2930,2996.0,300.18139477464166,1993,1994,7,0,0,0,0,0,0,0,0,0,0,188000
737,2192.0,79.50429585012606,1939,1950,6,0,0,0,0,0,1,0,0,0,0,132500
837,1980.0,203.19971338591125,1994,1994,5,0,0,0,0,0,0,0,0,0,0,143000
2086,2684.0,72.68964192011525,1951,1951,5,0,0,0,0,0,0,0,0,0,0,125000
2385,3736.0,501.0720205084403,2005,2005,9,0,0,0,0,0,0,0,0,0,0,415000
189,1985.0,149.9223864602377,1910,1950,4,0,0,0,0,0,1,0,0,0,0,125500
635,2872.0,156.09432528281366,1958,1988,6,0,0,0,0,0,0,0,1,0,0,139000
432,4018.0,476.68295552255694,2008,2008,10,0,0,0,0,0,0,0,0,0,0,451950
900,3356.0,0.0,1959,1959,5,0,0,0,0,0,0,0,0,0,0,119900
966,2563.0,217.51605682900956,2001,2002,8,0,0,0,0,0,0,0,0,0,0,220000
1612,3174.0,242.45420347182593,1971,1971,6,0,0,0,0,0,0,0,0,0,0,167300
904,2018.0,72.68964192011525,1941,1950,5,0,0,0,0,0,0,0,0,0,0,122000
2487,3456.0,143.1077325302269,1963,1963,5,0,0,0,0,0,1,0,0,0,0,125000
1304,1856.0,133.00344876168737,1957,1957,5,0,0,0,0,0,1,0,0,0,0,112500
2112,2674.0,266.9305325842198,2005,2006,7,0,0,0,0,0,0,0,0,0,0,191000
1244,2160.0,133.00344876168737,1958,1958,6,0,0,0,0,0,0,0,0,0,0,136000
843,2645.0,252.152371610699,1998,1998,7,0,0,0,0,0,0,0,0,0,0,197900
2689,2120.0,68.92928688825907,1910,2003,6,0,0,0,0,0,1,0,0,0,0,117000
2753,2419.0,291.8686792270362,2006,2006,7,0,0,0,0,0,0,0,0,0,0,194000
1169,2620.0,251.69055408027646,2001,2001,9,0,0,1,0,0,0,0,0,0,0,285000
1376,1999.0,0.0,1940,1999,5,0,0,0,0,0,0,0,0,0,0,127500
2503,3390.0,272.4723429492901,1992,2000,7,0,0,0,0,0,0,0,0,0,0,268000
1987,2873.0,97.10881850265396,1900,1950,4,0,0,0,0,0,1,0,0,0,0,137000
1190,3240.0,266.9305325842198,1967,1967,7,0,0,0,0,0,0,0,0,0,0,215000
1930,2432.0,155.1706902219686,1955,1955,5,0,0,0,0,0,0,0,0,0,0,129500
2677,2240.0,22.1849549523575,1936,1950,5,0,0,0,0,0,1,0,0,0,0,115000
1256,1906.0,26.621945942829,1925,1950,5,0,0,0,0,0,0,0,0,0,0,114000
2484,2112.0,109.03446288017287,1966,1966,4,0,0,0,0,1,0,0,0,0,0,107000
1253,2048.0,95.40515502015127,1947,1950,5,0,0,0,0,0,0,0,0,0,0,118500
1337,2020.0,117.75540944025158,1929,1950,6,0,0,0,0,0,1,0,0,0,0,120000
1788,3076.0,223.51968472450238,2005,2005,8,0,0,0,0,0,0,0,0,0,0,260000
141,2286.0,142.2397993701379,1959,1959,5,0,0,0,0,0,0,0,0,0,0,136000
1669,1730.0,136.2930786002161,1971,1971,4,0,0,0,0,0,0,0,0,0,0,123000
1366,1725.0,0.0,1920,1950,6,0,0,0,0,0,1,0,0,0,0,89500
52,2648.0,198.581538081686,2005,2005,6,0,0,0,0,0,0,0,0,0,0,199500
1380,1780.0,188.42155241239044,1966,1966,5,0,0,0,0,0,0,0,0,0,0,109900
919,3356.0,80.07218367762695,1926,2004,7,0,0,0,0,0,0,0,0,0,0,234000
2804,1696.0,193.96336277746076,2004,2004,6,0,0,0,0,0,1,0,0,0,0,155900
782,2892.0,140.39252924844777,1957,1989,4,0,0,0,0,0,0,0,1,0,0,161500
956,2163.0,163.28940614394358,1958,1958,6,0,0,0,0,0,0,0,0,0,0,137500
187,3096.0,0.0,1910,1950,5,0,0,0,0,0,1,0,0,0,0,76500
2074,3211.0,240.60693335013585,1988,1989,6,0,0,0,0,0,0,0,0,0,0,211000
1039,2742.0,235.98875804591057,1998,1999,6,0,0,0,0,1,0,0,0,0,0,181000
1210,2292.0,323.4514629584269,1966,1966,6,0,0,0,0,0,0,0,0,0,0,174900
2710,2484.0,260.4650871583044,1966,1966,5,0,0,0,0,0,0,0,0,0,0,164500
44,3052.0,245.68692618478363,2004,2004,7,0,0,0,0,0,0,0,0,0,0,214000
1026,2782.0,225.828772376615,1980,1988,7,0,0,0,0,0,0,0,1,0,0,185000
1343,1840.0,95.40515502015127,1929,1950,4,0,0,0,0,0,1,0,0,0,0,123000
2248,2300.0,275.14004321135707,1979,1979,6,0,0,0,0,0,0,0,0,0,0,183500
1849,2217.0,139.7004055652215,1999,2000,8,0,0,1,0,0,0,0,0,0,0,174000
2076,2703.0,184.27960002404217,1953,1953,5,0,0,0,0,0,0,0,0,1,0,130000
2641,2369.0,50.470772516613316,1925,1990,7,0,0,0,0,0,1,0,0,0,0,178000
5,2557.0,222.59604966365734,1997,1998,5,0,0,0,0,0,0,0,0,0,0,189900
878,1696.0,193.96336277746076,2003,2004,6,0,0,0,0,0,1,0,0,0,0,144000
1548,1632.0,122.66377074019448,1930,2007,6,0,0,0,0,0,1,0,0,0,0,120500
841,2194.0,310.3413804439372,1994,1995,5,0,0,0,0,0,0,0,0,0,0,145000
1621,3146.0,230.44694768084028,2000,2000,8,0,0,0,0,0,0,0,0,0,0,251000
218,3536.0,0.0,1968,1968,4,0,0,0,0,0,0,0,0,0,0,136500
1504,1152.0,0.0,1955,1955,4,0,0,0,0,0,0,0,0,0,0,82500
946,810.0,79.50429585012606,1910,1950,2,0,0,0,1,0,0,0,1,0,0,57625
455,2708.0,223.51968472450238,2007,2008,7,0,0,0,0,0,0,0,0,0,0,212500
2906,2432.0,185.65064722985528,1998,1998,6,0,0,0,0,0,1,0,0,0,0,164000
2878,2605.0,109.03446288017287,1957,1957,6,0,0,0,0,0,1,0,0,0,0,139000
1173,1852.0,131.182088152708,1999,2000,7,0,0,1,0,0,0,0,0,0,0,160000
985,1711.0,198.19285179781423,1992,1993,5,0,0,0,0,0,0,0,0,0,0,149000
975,1738.0,133.00344876168737,1968,1968,5,0,0,0,0,0,0,0,0,0,0,130000
202,2286.0,136.2930786002161,1921,1950,7,0,0,0,0,0,1,0,0,0,0,140000
528,3672.0,238.75966322844573,2008,2009,8,0,0,1,0,0,0,0,0,0,0,264500
2579,2184.0,138.08344159633515,1957,1957,5,0,0,0,0,0,0,0,0,0,0,141000
1841,2482.0,262.7741748104171,2006,2007,7,0,0,1,0,0,0,0,0,0,0,199900
591,2684.0,290.9450441661911,1977,1977,6,0,0,0,0,0,0,0,0,0,0,167900
1897,2573.0,264.15962740168465,1960,1987,6,0,0,0,0,0,0,0,0,0,0,181900
70,3132.0,346.3631478168942,2008,2008,8,0,0,1,0,0,0,0,0,0,0,262500
